# Nintendo Game Boy-family cartridge label-code catalogue
# Source: Game Boy hardware database by Gekkio and contributors
# Source URL: https://gbhwdb.gekkio.fi/static/export/cartridges.csv
# Retrieved: 2026-08-02
# Source SHA-256: 007ea8d8ac02448764b75eda7057314c952f19b7d0654d473cb3877c8e54e18f
# Changes: selected cartridge label code, ROM ID, game title, normalized release regions, and explicit game-language groups; removed duplicate observations; sorted
# License: CC-BY-SA-4.0; see README.md beside this resource
cartridge_code	rom_id	title	release_regions	game_languages
DMG-AZLP-EUR	DMG-AZLP-2	Legend of Zelda, The - Link's Awakening DX (USA, Europe) (Rev 2) (SGB Enhanced) (GB Compatible)	US,EUR	
DMG-B2-AUS	DMG-B2E-0	Bubble Bobble (USA, Europe)	US,EUR	
DMG-B2A	DMG-B2A-0	Bubble Bobble (Japan)	JP	
DMG-B7HJ-JPN	DMG-B7HJ-0	Nakayoshi Pet Series 1 - Kawaii Hamster (Japan) (GB Compatible)	JP	
DMG-B9-NOE	DMG-B9X-0	Bomb Jack (Europe)	EUR	
DMG-BA-USA	DMG-BAA-0	Batman - The Video Game (World)	JP,US,EUR	
DMG-BB-EUR	DMG-BBE-0	Bugs Bunny Crazy Castle, The (USA, Europe)	US,EUR	
DMG-BB-FAH	DMG-BBE-0	Bugs Bunny Crazy Castle, The (USA, Europe)	US,EUR	
DMG-BB-USA-1	DMG-BBE-0	Bugs Bunny Crazy Castle, The (USA, Europe)	US,EUR	
DMG-BDA	DMG-BDA-0	Boulder Dash (Japan)	JP	
DMG-BIA	DMG-BIA-0	Bomber King - Scenario 2 (Japan)	JP	
DMG-BKJ	DMG-BKJ-0	Baseball Kids (Japan)	JP	
DMG-BLUJ-JPN	DMG-BLUJ-0	From TV Animation One Piece - Yume no Luffy Kaizokudan Tanjou! (Japan) (SGB Enhanced) (GB Compatible)	JP	
DMG-BM6E-USA	DMG-BM6E-0	Mega Man Xtreme (USA, Europe) (GB Compatible)	US,EUR	
DMG-BMAE-USA	DMG-BMAE-0	Mary-Kate and Ashley - Pocket Planner (USA, Europe) (GB Compatible)	US,EUR	
DMG-BMAP-EUR	DMG-BMAP-0	Mary-Kate and Ashley - Pocket Planner (USA, Europe) (GB Compatible)	US,EUR	
DMG-BPWJ-JPN	DMG-BPWJ-0	Power Pro Kun Pocket 2 (Japan) (SGB Enhanced) (GB Compatible)	JP	
DMG-BQLJ-JPN	DMG-BQLJ-0	Dragon Quest Monsters 2 - Maruta no Fushigi na Kagi - Ruka no Tabidachi (Japan) (SGB Enhanced) (GB Compatible)	JP	
DMG-BS-USA	DMG-BSA-0	Baseball (World)	JP,US,EUR	
DMG-BSA	DMG-BSA-0	Baseball (World)	JP,US,EUR	
DMG-BT-FAH	DMG-BTE-0	Balloon Kid (USA, Europe)	US,EUR	
DMG-BV-AUS	DMG-BVE-0	Battletoads (USA, Europe)	US,EUR	
DMG-BY-USA-1	DMG-BYE-0	Bugs Bunny Crazy Castle 2, The (USA)	US	
DMG-BZOJ-JPN	DMG-BZOJ-0	From TV Animation One Piece - Maboroshi no Grand Line Boukenki! (Japan) (SGB Enhanced) (GB Compatible)	JP	
DMG-C3-FAH	DMG-C3X-0	Alfred Chicken (Europe)	EUR	
DMG-C8-USA	DMG-C8E-0	Incredible Crash Dummies, The (USA, Europe)	US,EUR	
DMG-CI-EUR	DMG-CIE-0	Yoshi's Cookie (USA, Europe)	US,EUR	
DMG-CI-USA	DMG-CIE-0	Yoshi's Cookie (USA, Europe)	US,EUR	
DMG-CMJ	DMG-CMJ-0	Chibi Maruko-chan - Okozukai Daisakusen! (Japan)	JP	
DMG-CN-USA	DMG-CNE-0	Operation C (USA)	US	
DMG-CV-FAH	DMG-CVX-0	Castlevania - The Adventure (Europe)	EUR	
DMG-CV-NOE	DMG-CVX-0	Castlevania - The Adventure (Europe)	EUR	
DMG-CVJ	DMG-CVJ-0	Dracula Densetsu (Japan)	JP	
DMG-CW-FAH	DMG-CWE-0	Castlevania II - Belmont's Revenge (USA, Europe)	US,EUR	
DMG-DC-AUS	DMG-DCX-0	Darkwing Duck (Europe)	EUR	
DMG-DD-UKV	DMG-DDE-0	Double Dragon (USA, Europe)	US,EUR	
DMG-DD-USA	DMG-DDE-0	Double Dragon (USA, Europe)	US,EUR	
DMG-DF-FAH	DMG-DFE-0	Kid Dracula (USA, Europe)	US,EUR	
DMG-DFJ	DMG-DFJ-0	Akumajou Special - Boku Dracula-kun (Japan)	JP	
DMG-DIJ	DMG-DIJ-0	Daiku no Gen-san - Ghost Building Company (Japan)	JP	
DMG-DT-EUR	DMG-DTX-0	DuckTales (Europe)	EUR	
DMG-DT-NOE	DMG-DTX-0	DuckTales (Europe)	EUR	
DMG-ECJ	DMG-ECJ-0	X (Japan)	JP	
DMG-EE-UKV	DMG-EEE-0	Wario Blast Featuring Bomberman! (USA, Europe) (SGB Enhanced)	US,EUR	
DMG-EH-FAH	DMG-EHX-0	Tetris 2 (USA, Europe) (SGB Enhanced)	US,EUR	
DMG-F1-EUR	DMG-F1A-1	F-1 Race (World) (Rev 1)	JP,US,EUR	
DMG-F1-SCN	DMG-F1A-1	F-1 Race (World) (Rev 1)	JP,US,EUR	
DMG-F1-USA	DMG-F1A-1	F-1 Race (World) (Rev 1)	JP,US,EUR	
DMG-F1-USA-1	DMG-F1A-1	F-1 Race (World) (Rev 1)	JP,US,EUR	
DMG-F1A	DMG-F1A-1	F-1 Race (World) (Rev 1)	JP,US,EUR	
DMG-F4-USA-1	DMG-F4E-0	4-in-1 Fun Pak (USA, Europe)	US,EUR	
DMG-FA-USA	DMG-FAE-0	Faceball 2000 (USA)	US	
DMG-FP-USA	DMG-FPE-0	Flipull (USA)	US	
DMG-FPA	DMG-FPA-0	Flipull - An Exciting Cube Game (Japan)	JP	
DMG-G2-FAH	DMG-G2E-0	Gauntlet II (USA, Europe)	US,EUR	
DMG-G2-UKV	DMG-G2E-0	Gauntlet II (USA, Europe)	US,EUR	
DMG-G2-USA	DMG-G2E-0	Gauntlet II (USA, Europe)	US,EUR	
DMG-GK-UKV	DMG-GKX-0	B.C. Kid (Europe)	EUR	
DMG-GM-NOE	DMG-GMA-0	BurgerTime Deluxe (World)	JP,US,EUR	
DMG-GO-USA-1	DMG-GOA-0	Golf (World)	JP,US,EUR	
DMG-GR-FAH	DMG-GRA-0	Gremlins 2 - The New Batch (World)	JP,US,EUR	
DMG-GWJ	DMG-GWJ-0	Game Boy Wars (Japan)	JP	
DMG-H2-FAH	DMG-H2E-0	NBA All-Star Challenge 2 (USA, Europe)	US,EUR	
DMG-HA-USA	DMG-HAE-0	Heiankyo Alien (USA)	US	
DMG-HB-AUS	DMG-HBX-0	Dynablaster (Europe)	EUR	
DMG-HBA	DMG-HBA-0	Bomber Boy (Japan)	JP	
DMG-HDJ	DMG-HDJ-0	Daisenryaku (Japan)	JP	
DMG-HF-USA	DMG-HFE-0	Hunt for Red October, The (USA, Europe)	US,EUR	
DMG-HFAJ-JPN	DMG-HFAJ-0	Pocket Family GB (Japan) (SGB Enhanced)	JP	
DMG-HLA	DMG-HLA-1	Hyper Lode Runner (World) (Rev 1)	JP,US,EUR	
DMG-HQ-USA	DMG-HQE-0	Chase H.Q. (USA, Europe)	US,EUR	
DMG-HQJ	DMG-HQJ-0	Taito Chase H.Q. (Japan)	JP	
DMG-HRCJ-JPN	DMG-HRCJ-0	Robot Poncots - Star Version (Japan) (SGB Enhanced) (GB Compatible)	JP	
DMG-HREJ-JPN	DMG-HREJ-0	Robot Poncots - Sun Version (Japan) (SGB Enhanced) (GB Compatible)	JP	
DMG-HU-UKV	DMG-HUX-0	Humans, The (Europe) (En,Fr,De,Es,It)	EUR	en,fr,de,es,it
DMG-I5-USA	DMG-I5X-0	Mickey Mouse - Magic Wands! (USA, Europe) (SGB Enhanced)	US,EUR	
DMG-J7-AUS	DMG-J7E-0	Jungle Book, The (USA, Europe)	US,EUR	
DMG-J7-FRA	DMG-J7E-0	Jungle Book, The (USA, Europe)	US,EUR	
DMG-JB-AUS	DMG-JBE-0	Jordan vs Bird - One on One (USA, Europe)	US,EUR	
DMG-JP-USA	DMG-JPE-0	Jeopardy! (USA)	US	
DMG-JQ-AUS	DMG-JQX-0	Jurassic Park (Europe) (En,Fr,De,Es,It)	EUR	en,fr,de,es,it
DMG-K9-FAH	DMG-K9E-0	Kirby's Pinball Land (USA, Europe)	US,EUR	
DMG-K9-USA-1	DMG-K9E-0	Kirby's Pinball Land (USA, Europe)	US,EUR	
DMG-K9J	DMG-K9J-0	Kirby no Pinball (Japan)	JP	
DMG-KLA	DMG-KLA-0	Klax (Japan) (Hudson Soft)	JP	
DMG-KUJ	DMG-KUJ-0	Nekketsu Kouha Kunio-kun - Bangai Rantou Hen (Japan)	JP	
DMG-KY-AUS	DMG-KYE-0	Kirby's Dream Land (USA, Europe)	US,EUR	
DMG-KY-FAH	DMG-KYE-0	Kirby's Dream Land (USA, Europe)	US,EUR	
DMG-KY-SCN	DMG-KYE-0	Kirby's Dream Land (USA, Europe)	US,EUR	
DMG-KY-USA-1	DMG-KYE-0	Kirby's Dream Land (USA, Europe)	US,EUR	
DMG-KYJ	DMG-KYJ-0	Hoshi no Kirby (Japan)	JP	
DMG-KYJ	DMG-KYJ-1	Hoshi no Kirby (Japan) (Rev 1)	JP	
DMG-L3-AUS	DMG-L3E-0	Alien 3 (USA, Europe)	US,EUR	
DMG-L3-FAH	DMG-L3E-0	Alien 3 (USA, Europe)	US,EUR	
DMG-L6J	DMG-L6J-2	Super Mario Land 2 - 6-tsu no Kinka (Japan) (Rev 2)	JP	
DMG-LD-USA-1	DMG-LDE-0	Little Mermaid, The (USA)	US	
DMG-LW-NOE	DMG-LWE-0	WWF Superstars (USA, Europe)	US,EUR	
DMG-LW-USA	DMG-LWE-0	WWF Superstars (USA, Europe)	US,EUR	
DMG-MC-USA	DMG-MCE-0	Mickey's Dangerous Chase (USA)	US	
DMG-MC-USA-1	DMG-MCE-0	Mickey's Dangerous Chase (USA)	US	
DMG-ME-FAH	DMG-MEA-0	Metroid II - Return of Samus (World)	JP,US,EUR	
DMG-ME-SCN	DMG-MEA-0	Metroid II - Return of Samus (World)	JP,US,EUR	
DMG-ME-USA-1	DMG-MEA-0	Metroid II - Return of Samus (World)	JP,US,EUR	
DMG-MEA	DMG-MEA-0	Metroid II - Return of Samus (World)	JP,US,EUR	
DMG-ML-FAH	DMG-MLA-1	Super Mario Land (World) (Rev 1)	JP,US,EUR	
DMG-ML-ITA	DMG-MLA-1	Super Mario Land (World) (Rev 1)	JP,US,EUR	
DMG-ML-UKV	DMG-MLA-1	Super Mario Land (World) (Rev 1)	JP,US,EUR	
DMG-ML-USA-1	DMG-MLA-1	Super Mario Land (World) (Rev 1)	JP,US,EUR	
DMG-ML-USA-2	DMG-MLA-1	Super Mario Land (World) (Rev 1)	JP,US,EUR	
DMG-MLA	DMG-MLA-0	Super Mario Land (World)	JP,US,EUR	
DMG-MLA	DMG-MLA-1	Super Mario Land (World) (Rev 1)	JP,US,EUR	
DMG-MQ-FAH	DMG-MQE-0	Super Mario Land 2 - 6 Golden Coins (USA, Europe)	US,EUR	
DMG-MQ-FAH	DMG-MQE-2	Super Mario Land 2 - 6 Golden Coins (USA, Europe) (Rev 2)	US,EUR	
DMG-MQ-NOE	DMG-MQE-0	Super Mario Land 2 - 6 Golden Coins (USA, Europe)	US,EUR	
DMG-MQ-UKV	DMG-MQE-0	Super Mario Land 2 - 6 Golden Coins (USA, Europe)	US,EUR	
DMG-MQ-UKV	DMG-MQE-2	Super Mario Land 2 - 6 Golden Coins (USA, Europe) (Rev 2)	US,EUR	
DMG-MQ-USA-1	DMG-MQE-2	Super Mario Land 2 - 6 Golden Coins (USA, Europe) (Rev 2)	US,EUR	
DMG-MX-USA	DMG-MXE-0	Motocross Maniacs (USA)	US	
DMG-N6-EUR	DMG-N6X-0	Super Battletank (Europe)	EUR	
DMG-NBA	DMG-NBA-0	Kaisen Game - Navyblue (Japan)	JP	
DMG-NC-FAH	DMG-NCE-0	Nintendo World Cup (USA, Europe)	US,EUR	
DMG-NC-UKV	DMG-NCE-0	Nintendo World Cup (USA, Europe)	US,EUR	
DMG-NE-FAH	DMG-NEX-0	Nemesis II - The Return of the Hero (Europe)	EUR	
DMG-NM-FAH	DMG-NMX-0	Nemesis (Europe)	EUR	
DMG-NM-NOE	DMG-NMX-0	Nemesis (Europe)	EUR	
DMG-NM-USA	DMG-NME-0	Nemesis (USA)	US	
DMG-NWJ	DMG-NWJ-0	Noobow (Japan)	JP	
DMG-NYJ	DMG-NYJ-0	Nobunaga no Yabou - Game Boy Ban (Japan)	JP	
DMG-OP-FAH	DMG-OPX-0	Pop Up (Europe)	EUR	
DMG-OT-FAH	DMG-OTX-0	Othello (Europe)	EUR	
DMG-PB-USA-1	DMG-PBE-0	Pinball - Revenge of the 'Gator (USA, Europe)	US,EUR	
DMG-PBJ	DMG-PBJ-0	Pinball - 66hiki no Wani Daikoushin! (Japan)	JP	
DMG-PC-USA	DMG-PCE-0	Pac-Man (USA)	US	
DMG-PD-USA	DMG-PDE-0	Pipe Dream (USA)	US	
DMG-PM-USA	DMG-PME-0	Catrap (USA)	US	
DMG-PV-FAH	DMG-PVX-0	Parodius (Europe)	EUR	
DMG-Q6-NOE	DMG-Q6E-0	NFL Quarterback Club (USA, Europe)	US,EUR	
DMG-QD-USA	DMG-QDA-1	Donkey Kong (World) (Rev 1) (SGB Enhanced)	JP,US,EUR	
DMG-QD-USA-1	DMG-QDA-1	Donkey Kong (World) (Rev 1) (SGB Enhanced)	JP,US,EUR	
DMG-QQJ	DMG-QQJ-1	Puyo Puyo (Japan) (Rev 1) (SGB Enhanced)	JP	
DMG-QX-SCN	DMG-QXA-0	QIX (World)	JP,US,EUR	
DMG-QX-USA	DMG-QXA-0	QIX (World)	JP,US,EUR	
DMG-QXA	DMG-QXA-0	QIX (World)	JP,US,EUR	
DMG-R4-EUR	DMG-R4X-0	Mega Man IV (Europe)	EUR	
DMG-RA-FAH	DMG-RAE-0	Gargoyle's Quest (USA, Europe)	US,EUR	
DMG-RA-NOE	DMG-RAE-0	Gargoyle's Quest (USA, Europe)	US,EUR	
DMG-RAJ	DMG-RAJ-0	Red Arremer - Makaimura Gaiden (Japan)	JP	
DMG-RC-EUR	DMG-RCE-0	Super R.C. Pro-Am (USA, Europe)	US,EUR	
DMG-RC-USA-1	DMG-RCE-0	Super R.C. Pro-Am (USA, Europe)	US,EUR	
DMG-RE-FAH	DMG-REE-0	R-Type (USA, Europe)	US,EUR	
DMG-REA	DMG-REA-0	R-Type (Japan)	JP	
DMG-RJ-EUR	DMG-RJX-0	B.C. Kid 2 (Europe) (SGB Enhanced)	EUR	
DMG-RW-AUS	DMG-RWX-0	Mega Man - Dr. Wily's Revenge (Europe)	EUR	
DMG-RW-EUR	DMG-RWX-0	Mega Man - Dr. Wily's Revenge (Europe)	EUR	
DMG-RW-FAH	DMG-RWX-0	Mega Man - Dr. Wily's Revenge (Europe)	EUR	
DMG-RW-USA	DMG-RWE-0	Mega Man - Dr. Wily's Revenge (USA)	US	
DMG-RW-USA-1	DMG-RWE-0	Mega Man - Dr. Wily's Revenge (USA)	US	
DMG-RZ-FAH	DMG-RZX-0	R-Type II (Europe)	EUR	
DMG-S3-USA	DMG-S3E-0	Spot - The Video Game (USA)	US	
DMG-SAJ	DMG-SAJ-0	Makai Toushi Sa-Ga (Japan)	JP	
DMG-SO-USA	DMG-SOE-1	Boxxle (USA, Europe) (Rev 1)	US,EUR	
DMG-SP-USA-1	DMG-SPE-0	Space Invaders (USA) (SGB Enhanced)	US	
DMG-SS-USA	DMG-SSA-0	SolarStriker (World)	JP,US,EUR	
DMG-SSA	DMG-SSA-0	SolarStriker (World)	JP,US,EUR	
